1000,1000,1000,1000,1000,960,573,422,422,555,489,524,635,996,1000,1000,132.825000,707.175000,0.000000,0.000000,0.000000,0.000000,0.079057
1000,1000,1000,1000,1000,960,573,422,422,555,489,524,635,996,1000,1000,132.825000,707.175000,0.000000,0.000000,0.000000,0.000000,0.077508
1000,1000,1000,1000,1000,960,573,422,422,556,488,524,635,996,1000,1000,132.200000,707.800000,0.000000,0.000000,0.000000,0.000000,0.062246
1000,1000,1000,1000,1000,960,573,422,422,556,489,524,635,996,1000,1000,132.825000,707.175000,0.000000,0.000000,0.000000,0.000000,0.072891
1000,1000,1000,1000,1000,960,573,422,422,556,489,524,635,996,1000,1000,132.825000,707.175000,0.000000,0.000000,0.000000,0.000000,0.094384
1000,1000,1000,1000,1000,960,573,422,422,555,488,524,635,997,1000,1000,132.200000,707.800000,0.000000,0.000000,0.000000,0.000000,0.094018
1000,1000,1000,1000,1000,997,585,423,419,560,499,518,635,965,1000,1000,120.675000,719.325000,0.000000,62.000000,31.000000,10.000000,0.062026
1000,1000,1000,1000,1000,1000,611,427,414,535,498,513,618,906,1000,1000,118.950000,721.050000,-1.000000,129.000000,64.000000,21.000000,0.077148
1000,1000,1000,1000,1000,1000,611,427,414,535,498,513,618,906,1000,1000,118.950000,721.050000,-4.000000,200.000000,98.000000,33.000000,0.094654
1000,1000,1000,1000,1000,1000,658,434,409,501,529,510,604,867,1000,1000,139.025000,700.975000,-4.000000,200.000000,98.000000,33.000000,0.076849
1000,1000,1000,1000,1000,1000,735,447,404,464,547,521,597,789,1000,1000,151.575000,688.425000,-4.000000,264.000000,130.000000,43.000000,0.077809
1000,1000,1000,1000,1000,1000,865,471,405,428,582,525,580,740,1000,1000,175.850000,664.150000,-5.000000,331.000000,163.000000,54.000000,0.093623
1000,1000,1000,1000,1000,1000,1000,509,415,399,509,564,576,684,1000,1000,134.025000,705.975000,-7.000000,397.000000,195.000000,65.000000,0.085515
1000,1000,1000,1000,1000,1000,1000,509,415,399,509,564,576,684,1000,1000,134.025000,705.975000,-7.000000,397.000000,195.000000,65.000000,0.061416
1000,1000,1000,1000,1000,1000,1000,574,441,377,449,606,570,664,884,1000,103.025000,736.975000,-7.000000,465.000000,229.000000,76.000000,0.071368
1000,1000,1000,1000,1000,1000,1000,668,491,372,413,554,604,642,795,1000,89.925000,750.075000,19.000000,498.000000,258.500000,77.000000,0.091019
1000,1000,1000,1000,1000,1000,1000,668,491,372,413,554,604,642,795,1000,89.925000,750.075000,19.000000,498.000000,258.500000,77.000000,0.064844
1000,1000,1000,1000,1000,1000,1000,825,585,382,393,483,648,641,748,1000,93.125000,746.875000,17.000000,560.000000,288.500000,87.000000,0.092559
1000,1000,1000,1000,1000,1000,1000,1000,777,415,392,440,596,672,730,1000,145.000000,695.000000,15.000000,638.000000,326.500000,100.000000,0.079292
1000,1000,1000,1000,1000,1000,1000,1000,777,415,392,440,596,672,730,1000,145.000000,695.000000,15.000000,638.000000,326.500000,100.000000,0.062760
1000,1000,1000,1000,1000,1000,1000,1000,1000,480,417,429,525,736,716,1000,185.000000,655.000000,47.000000,670.000000,358.500000,100.000000,0.080981
1000,1000,1000,1000,1000,1000,1000,1000,1000,590,469,445,497,668,747,989,142.500000,697.500000,80.000000,703.000000,391.500000,100.000000,0.074784
1000,1000,1000,1000,1000,1000,1000,1000,1000,590,469,445,497,668,747,989,142.500000,697.500000,142.000000,697.000000,419.500000,89.000000,0.077795
1000,1000,1000,1000,1000,1000,1000,1000,1000,753,550,485,503,617,819,936,110.625000,729.375000,142.000000,697.000000,419.500000,89.000000,0.094792
1000,1000,1000,1000,1000,1000,1000,1000,1000,981,657,543,528,604,832,899,102.500000,737.500000,176.000000,663.000000,419.500000,78.000000,0.091279
946,1000,1000,1000,1000,1000,1000,1000,1000,1000,822,626,568,603,757,903,107.275000,732.725000,142.000000,697.000000,419.500000,89.000000,0.067763
946,1000,1000,1000,1000,1000,1000,1000,1000,1000,822,626,568,603,757,903,107.275000,732.725000,142.000000,697.000000,419.500000,89.000000,0.063154
927,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,751,631,621,716,910,120.425000,719.575000,120.000000,719.000000,419.500000,96.000000,0.070025
924,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,941,724,661,702,943,145.725000,694.275000,108.000000,731.000000,419.500000,100.000000,0.063652
924,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,941,724,661,702,943,145.725000,694.275000,108.000000,731.000000,419.500000,100.000000,0.062010
929,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,860,725,715,1000,185.225000,654.775000,108.000000,731.000000,419.500000,100.000000,0.063310
929,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,860,725,715,1000,185.225000,654.775000,108.000000,731.000000,419.500000,100.000000,0.063667
981,901,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,817,750,980,237.525000,602.475000,120.000000,719.000000,419.500000,96.000000,0.062723
1000,853,946,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,949,809,915,345.125000,494.875000,120.000000,719.000000,419.500000,96.000000,0.061344
1000,853,946,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,949,809,915,345.125000,494.875000,120.000000,719.000000,419.500000,96.000000,0.078033
975,837,863,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,885,890,421.000000,419.000000,155.000000,684.000000,419.500000,85.000000,0.107769
937,828,812,931,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,978,886,476.175000,363.825000,180.000000,659.000000,419.500000,77.000000,0.064106
918,819,767,830,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,894,538.450000,301.550000,214.000000,625.000000,419.500000,66.000000,0.076895
918,819,767,830,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,894,538.450000,301.550000,214.000000,625.000000,419.500000,66.000000,0.094520
